Tag,Colony,Date,total_followed,total_movement,total_follower,count,sex,age,Total_Adults,Total_Adult_Females,Total_Adult_Males,Total_Subadults,Total_Juveniles,Group_Size
649,41,11/07/2012,0,8,0,36,2,1,4,3,1,0,0,4
649,41,12/07/2012,0,7,0,22,2,1,4,3,1,0,0,4
649,41,20/07/2012,0,2,0,10,2,1,2,2,0,0,0,2
649,41,21/07/2012,0,2,0,4,2,1,2,1,1,0,0,2
649,41,28/06/2012,0,2,0,5,2,1,4,3,1,0,0,4
649,41,30/06/2012,0,6,0,10,2,1,2,2,0,0,0,2
650,41,05/07/2012,0,1,0,8,1,1,4,3,1,0,0,4
650,41,09/07/2012,0,6,0,26,1,1,4,3,1,0,0,4
650,41,09/08/2012,0,5,0,15,1,1,1,0,1,0,0,1
650,41,10/07/2012,0,10,0,51,1,1,4,3,1,0,0,4
650,41,11/07/2012,0,5,0,19,1,1,4,3,1,0,0,4
650,41,12/07/2012,0,8,0,27,1,1,4,3,1,0,0,4
650,41,15/07/2012,0,2,0,22,1,1,3,2,1,0,0,3
650,41,21/07/2012,0,7,0,30,1,1,2,1,1,0,0,2
650,41,23/07/2012,0,1,0,15,1,1,2,1,1,0,0,2
650,41,28/06/2012,0,3,0,5,1,1,4,3,1,0,0,4
651,41,03/07/2012,0,2,0,9,2,1,2,2,0,0,0,2
651,41,04/07/2012,0,3,0,4,2,1,2,2,0,0,0,2
651,41,05/07/2012,0,7,0,23,2,1,4,3,1,0,0,4
651,41,06/07/2012,1,18,0,45,2,1,3,3,0,0,0,3
651,41,09/07/2012,1,13,0,71,2,1,4,3,1,0,0,4
651,41,10/07/2012,0,15,1,64,2,1,4,3,1,0,0,4
651,41,11/07/2012,1,6,0,23,2,1,4,3,1,0,0,4
651,41,12/07/2012,1,3,0,31,2,1,4,3,1,0,0,4
651,41,15/07/2012,0,3,0,20,2,1,3,2,1,0,0,3
651,41,28/06/2012,0,3,0,7,2,1,4,3,1,0,0,4
653,41,03/07/2012,0,1,0,10,2,1,2,2,0,0,0,2
653,41,04/07/2012,0,2,0,6,2,1,2,2,0,0,0,2
653,41,05/07/2012,0,5,0,21,2,1,4,3,1,0,0,4
653,41,06/07/2012,0,12,0,39,2,1,3,3,0,0,0,3
653,41,09/07/2012,0,12,0,41,2,1,4,3,1,0,0,4
653,41,10/07/2012,0,11,0,30,2,1,4,3,1,0,0,4
653,41,11/07/2012,0,7,0,21,2,1,4,3,1,0,0,4
653,41,12/07/2012,1,5,0,18,2,1,4,3,1,0,0,4
653,41,15/07/2012,0,2,0,16,2,1,3,2,1,0,0,3
653,41,20/07/2012,0,1,0,2,2,1,2,2,0,0,0,2
653,41,23/07/2012,0,1,0,4,2,1,2,1,1,0,0,2
653,41,28/06/2012,0,3,0,7,2,1,4,3,1,0,0,4
653,41,30/06/2012,0,2,0,7,2,1,2,2,0,0,0,2
659,1,10/08/2012,0,2,0,2,1,1,8,5,3,0,1,10
659,1,29/07/2012,0,2,0,8,1,1,7,2,5,1,0,9
661,1,10/08/2012,1,1,0,1,2,4,8,5,3,0,1,10
662,29D,12/08/2012,0,1,0,5,1,4,6,4,2,1,4,11
663,29D,12/08/2012,0,1,0,5,1,4,6,4,2,1,4,11
663,29D,16/08/2012,0,1,0,2,1,4,6,4,2,1,3,10
664,29D,12/08/2012,0,2,0,5,2,4,6,4,2,1,4,11
664,29D,16/08/2012,0,3,0,5,2,4,6,4,2,1,3,10
665,29D,12/08/2012,0,2,0,5,2,4,6,4,2,1,4,11
665,29D,13/08/2012,0,1,0,1,2,4,4,4,0,1,1,6
665,29D,16/08/2012,0,2,0,5,2,4,6,4,2,1,3,10
665,29D,17/08/2012,0,1,0,8,2,4,6,4,2,1,1,8
721,29A,06/06/2019,0,1,0,2,2,1,3,3,0,0,0,3
877,9D,18/06/2019,0,2,0,3,2,1,3,3,0,3,0,6
877,9D,25/06/2019,0,1,0,2,2,1,2,2,0,3,0,5
969,9D,18/06/2019,1,5,0,10,2,1,3,3,0,3,0,6
969,9D,25/06/2019,1,2,0,5,2,1,2,2,0,3,0,5
983,4B,20/06/2019,0,3,0,8,2,1,2,2,0,0,0,2
983,4B,24/06/2019,1,4,0,8,2,1,3,3,0,1,0,4
1009,84E,16/07/2019,0,1,0,1,1,1,3,1,2,0,0,3
1013,29A,06/06/2019,1,3,1,8,2,1,3,3,0,0,0,3
1013,29A,29/06/2019,1,7,0,10,2,1,4,2,2,0,1,5
1039,80,24/06/2019,0,2,0,5,2,1,2,2,0,0,1,3
1039,80A,30/06/2019,0,2,0,4,2,1,3,2,1,0,1,4
1043,83C,21/07/2019,0,2,0,7,2,1,1,1,0,0,0,1
1060,9D,18/06/2019,0,3,0,6,2,1,3,3,0,3,0,6
1073,4B,20/06/2019,0,5,0,9,2,1,2,2,0,0,0,2
1073,4B,24/06/2019,0,5,0,10,2,1,3,3,0,1,0,4
1098,29A,06/06/2019,1,5,0,7,2,1,3,3,0,0,0,3
1098,29A,29/06/2019,2,6,0,9,2,1,4,2,2,0,1,5
1171,80A,30/06/2019,0,1,0,1,1,1,3,2,1,0,1,4
1269,1A,06/07/2019,0,2,0,4,1,1,3,0,3,1,1,6
1285,1A,19/06/2019,0,1,0,4,2,1,3,1,2,1,0,5
1288,1A,06/07/2019,0,2,0,4,1,1,3,0,3,1,1,6
1354,80,24/06/2019,1,2,0,4,2,1,2,2,0,0,1,3
1354,80A,30/06/2019,0,3,0,4,2,1,3,2,1,0,1,4
1371,1A,06/07/2019,1,4,1,6,1,1,3,0,3,1,1,6
1371,1A,19/06/2019,0,1,0,4,1,1,3,1,2,1,0,5
1371,1A,30/06/2019,0,2,0,6,1,1,2,0,2,1,1,4
1395,4B,24/06/2019,0,1,0,4,2,1,3,3,0,1,0,4
1419,1A,06/07/2019,1,5,0,8,2,2,3,0,3,1,1,6
1419,1A,19/06/2019,1,5,1,7,2,2,3,1,2,1,0,5
1419,1A,30/06/2019,1,5,0,8,2,2,2,0,2,1,1,4
1420,4B,24/06/2019,0,3,0,10,2,2,3,3,0,1,0,4
1421,1A,19/06/2019,0,1,0,1,1,1,3,1,2,1,0,5
1421,1A,30/06/2019,0,1,0,1,1,1,2,0,2,1,1,4
1422,1A,06/07/2019,0,4,0,5,2,4,3,0,3,1,1,6
1422,1A,30/06/2019,0,2,1,6,2,4,2,0,2,1,1,4
1424,9D,18/06/2019,1,6,0,11,2,2,3,3,0,3,0,6
1424,9D,25/06/2019,1,5,1,8,2,2,2,2,0,3,0,5
1425,9D,18/06/2019,0,4,1,7,1,2,3,3,0,3,0,6
1425,9D,25/06/2019,1,4,1,6,1,2,2,2,0,3,0,5
1426,9D,18/06/2019,0,2,0,6,2,2,3,3,0,3,0,6
1426,9D,25/06/2019,1,4,1,8,2,2,2,2,0,3,0,5
1438,1A,06/07/2019,0,1,1,2,2,2,3,0,3,1,1,6
1438,1A,19/06/2019,0,3,0,5,2,2,3,1,2,1,0,5
1459,29A,29/06/2019,0,6,1,10,1,1,4,2,2,0,1,5
1462,29A,29/06/2019,0,5,0,10,1,1,4,2,2,0,1,5
1466,29A,29/06/2019,0,10,2,16,2,4,4,2,2,0,1,5
1492,84E,16/07/2019,0,1,0,1,1,1,3,1,2,0,0,3
1493,84E,16/07/2019,0,1,0,1,2,1,3,1,2,0,0,3
1501,80,24/06/2019,1,2,0,3,2,4,2,2,0,0,1,3
1502,80A,30/06/2019,0,1,0,2,2,4,3,2,1,0,1,4
